Maciej Bukowski 350762 28.12.2017 20:22:20


                    STATE OF GAS IN TECHNOLOGICAL PROCESS

DATE        |  TIME      |  TEMPERATURE [°C]  |  MASS [kg]  |  PRESSURE [hPa]
17.12.2017  |  02:17:00  |  29.500            |  26.0       |  4.669932      
17.12.2017  |  02:17:30  |  25.000            |  26.7       |  4.724356      
17.12.2017  |  02:18:00  |  28.200            |  29.0       |  5.186397      
17.12.2017  |  02:18:30  |  18.600            |  26.3       |  4.553687      
17.12.2017  |  02:19:00  |  27.100            |  29.3       |  5.220922      
17.12.2017  |  02:19:30  |  24.200            |  26.5       |  4.676386      
17.12.2017  |  02:20:00  |  27.500            |  28.1       |  5.013766      
17.12.2017  |  02:20:30  |  15.200            |  26.8       |  4.586182      
17.12.2017  |  02:21:00  |  28.900            |  28.4       |  5.090890      
17.12.2017  |  02:21:30  |  25.700            |  25.0       |  4.433940      
17.12.2017  |  02:22:00  |  24.000            |  25.3       |  4.461622      
17.12.2017  |  02:22:30  |  20.200            |  28.4       |  4.944256      
17.12.2017  |  02:23:00  |  17.800            |  28.1       |  4.852005      
17.12.2017  |  02:23:30  |  20.900            |  26.3       |  4.589586      
17.12.2017  |  02:24:00  |  21.100            |  26.8       |  4.680021      
17.12.2017  |  02:24:30  |  27.700            |  26.6       |  4.749285      
17.12.2017  |  02:25:00  |  24.200            |  29.2       |  5.152848      
17.12.2017  |  02:25:30  |  24.000            |  29.8       |  5.255191      
17.12.2017  |  02:26:00  |  22.000            |  26.8       |  4.694335      
17.12.2017  |  02:26:30  |  23.300            |  28.6       |  5.031692      
17.12.2017  |  02:27:00  |  18.800            |  29.9       |  5.180554      
17.12.2017  |  02:27:30  |  15.200            |  27.1       |  4.637520      
17.12.2017  |  02:28:00  |  26.300            |  26.2       |  4.656098      
17.12.2017  |  02:28:30  |  21.200            |  26.0       |  4.541862      
17.12.2017  |  02:29:00  |  26.600            |  27.5       |  4.892022      
17.12.2017  |  02:29:30  |  27.600            |  29.9       |  5.336707      
17.12.2017  |  02:30:00  |  19.900            |  28.1       |  4.887025      
17.12.2017  |  02:30:30  |  21.700            |  27.3       |  4.777056      
17.12.2017  |  02:31:00  |  23.400            |  26.4       |  4.646205      
17.12.2017  |  02:31:30  |  19.100            |  28.4       |  4.925716      
17.12.2017  |  02:32:00  |  19.600            |  27.4       |  4.760406      
17.12.2017  |  02:32:30  |  22.100            |  27.4       |  4.801059      
17.12.2017  |  02:33:00  |  23.200            |  26.1       |  4.590310      
17.12.2017  |  02:33:30  |  23.100            |  25.1       |  4.412946      
17.12.2017  |  02:34:00  |  22.300            |  27.4       |  4.804311      
17.12.2017  |  02:34:30  |  22.400            |  26.3       |  4.612998      
17.12.2017  |  02:35:00  |  24.200            |  25.1       |  4.429332      
17.12.2017  |  02:35:30  |  24.300            |  29.7       |  5.242844      
17.12.2017  |  02:36:00  |  22.700            |  26.4       |  4.635238      
17.12.2017  |  02:36:30  |  25.900            |  29.2       |  5.182308      
17.12.2017  |  02:37:00  |  24.200            |  25.3       |  4.464625      
17.12.2017  |  02:37:30  |  23.000            |  29.1       |  5.114477      
17.12.2017  |  02:38:00  |  26.900            |  29.7       |  5.288672      
17.12.2017  |  02:38:30  |  17.600            |  27.3       |  4.710629      
17.12.2017  |  02:39:00  |  15.400            |  27.1       |  4.640736      
17.12.2017  |  02:39:30  |  19.600            |  28.7       |  4.986265      
17.12.2017  |  02:40:00  |  28.700            |  27.8       |  4.980036      
17.12.2017  |  02:40:30  |  29.300            |  28.6       |  5.133531      
17.12.2017  |  02:41:00  |  19.200            |  25.4       |  4.406902      
17.12.2017  |  02:41:30  |  22.800            |  28.1       |  4.935387      
17.12.2017  |  02:42:00  |  26.700            |  29.6       |  5.267352      
17.12.2017  |  02:42:30  |  16.500            |  25.1       |  4.314632      
17.12.2017  |  02:43:00  |  24.300            |  25.3       |  4.466127      
17.12.2017  |  02:43:30  |  22.500            |  29.3       |  5.140934      
17.12.2017  |  02:44:00  |  19.600            |  27.1       |  4.708285      
17.12.2017  |  02:44:30  |  16.900            |  29.9       |  5.146839      
17.12.2017  |  02:45:00  |  24.800            |  25.0       |  4.420587      
17.12.2017  |  02:45:30  |  17.400            |  28.4       |  4.897064      
17.12.2017  |  02:46:00  |  26.800            |  29.7       |  5.286909      
17.12.2017  |  02:46:30  |  17.000            |  25.5       |  4.390958      
17.12.2017  |  02:47:00  |  23.000            |  27.5       |  4.833269      
17.12.2017  |  02:47:30  |  21.100            |  29.9       |  5.221367      
17.12.2017  |  02:48:00  |  27.900            |  29.7       |  5.306298      
17.12.2017  |  02:48:30  |  23.300            |  27.5       |  4.838165      
17.12.2017  |  02:49:00  |  25.800            |  29.5       |  5.233800      
17.12.2017  |  02:49:30  |  18.500            |  29.8       |  5.157922      
17.12.2017  |  02:50:00  |  16.400            |  28.5       |  4.897393      
17.12.2017  |  02:50:30  |  23.100            |  28.7       |  5.045879      
17.12.2017  |  02:51:00  |  21.000            |  29.7       |  5.184679      
17.12.2017  |  02:51:30  |  20.900            |  26.2       |  4.572135      
17.12.2017  |  02:52:00  |  18.400            |  28.2       |  4.879313      
17.12.2017  |  02:52:30  |  29.600            |  29.1       |  5.228459      
17.12.2017  |  02:53:00  |  22.600            |  28.7       |  5.037362      
17.12.2017  |  02:53:30  |  26.000            |  28.7       |  5.095273      
17.12.2017  |  02:54:00  |  15.200            |  28.8       |  4.928434      
17.12.2017  |  02:54:30  |  16.200            |  26.9       |  4.619259      
17.12.2017  |  02:55:00  |  21.200            |  28.8       |  5.030986      
17.12.2017  |  02:55:30  |  16.900            |  29.8       |  5.129626      
17.12.2017  |  02:56:00  |  25.300            |  26.1       |  4.622838      
17.12.2017  |  02:56:30  |  25.500            |  28.9       |  5.122204      
17.12.2017  |  02:57:00  |  17.700            |  25.1       |  4.332508      
17.12.2017  |  02:57:30  |  15.400            |  26.2       |  4.486616      
17.12.2017  |  02:58:00  |  16.000            |  25.5       |  4.375825      
17.12.2017  |  02:58:30  |  17.400            |  28.1       |  4.845334      
17.12.2017  |  02:59:00  |  22.500            |  26.3       |  4.614559      
17.12.2017  |  02:59:30  |  25.300            |  25.9       |  4.587413      
17.12.2017  |  03:00:00  |  19.000            |  25.9       |  4.490577      
17.12.2017  |  03:00:30  |  26.400            |  25.6       |  4.550989      
17.12.2017  |  03:01:00  |  17.900            |  27.2       |  4.698217      
17.12.2017  |  03:01:30  |  29.100            |  26.1       |  4.681698      
17.12.2017  |  03:02:00  |  16.000            |  29.2       |  5.010748      
17.12.2017  |  03:02:30  |  29.000            |  28.8       |  5.164302      
17.12.2017  |  03:03:00  |  21.200            |  26.0       |  4.541862      
17.12.2017  |  03:03:30  |  25.300            |  26.5       |  4.693686      
17.12.2017  |  03:04:00  |  27.900            |  26.6       |  4.752442      
17.12.2017  |  03:04:30  |  29.700            |  25.4       |  4.565179      
17.12.2017  |  03:05:00  |  20.900            |  27.5       |  4.798996      
17.12.2017  |  03:05:30  |  28.700            |  28.3       |  5.069605      
17.12.2017  |  03:06:00  |  19.000            |  28.7       |  4.976045      
17.12.2017  |  03:06:30  |  21.700            |  27.3       |  4.777056      
17.12.2017  |  03:07:00  |  28.100            |  27.2       |  4.862868      
17.12.2017  |  03:07:30  |  21.300            |  28.9       |  5.050169      
17.12.2017  |  03:08:00  |  20.200            |  27.8       |  4.839800      
17.12.2017  |  03:08:30  |  17.200            |  25.6       |  4.411216      
17.12.2017  |  03:09:00  |  17.100            |  25.5       |  4.392471      
17.12.2017  |  03:09:30  |  16.700            |  26.8       |  4.610039      
17.12.2017  |  03:10:00  |  21.900            |  29.7       |  5.200542      
17.12.2017  |  03:10:30  |  26.400            |  26.6       |  4.728762      
17.12.2017  |  03:11:00  |  25.300            |  28.0       |  4.959366      
17.12.2017  |  03:11:30  |  29.400            |  28.1       |  5.045451      
17.12.2017  |  03:12:00  |  25.900            |  27.0       |  4.791860      
17.12.2017  |  03:12:30  |  16.800            |  27.2       |  4.680460      
17.12.2017  |  03:13:00  |  22.100            |  26.0       |  4.555749      
17.12.2017  |  03:13:30  |  23.300            |  27.6       |  4.855758      
17.12.2017  |  03:14:00  |  17.100            |  27.4       |  4.719754      
17.12.2017  |  03:14:30  |  15.900            |  27.7       |  4.751703      
17.12.2017  |  03:15:00  |  28.100            |  28.2       |  5.041650      
17.12.2017  |  03:15:30  |  19.500            |  25.9       |  4.498263      
17.12.2017  |  03:16:00  |  19.000            |  28.0       |  4.854678      
17.12.2017  |  03:16:30  |  29.300            |  28.3       |  5.079682      
17.12.2017  |  03:17:00  |  17.700            |  27.3       |  4.712249      
17.12.2017  |  03:17:30  |  18.500            |  27.2       |  4.707902      
17.12.2017  |  03:18:00  |  24.000            |  25.1       |  4.426352      
17.12.2017  |  03:18:30  |  27.000            |  27.9       |  4.969802      
17.12.2017  |  03:19:00  |  26.900            |  27.7       |  4.932532      
17.12.2017  |  03:19:30  |  22.100            |  28.0       |  4.906191      
17.12.2017  |  03:20:00  |  23.500            |  29.4       |  5.175928      
17.12.2017  |  03:20:30  |  15.200            |  27.2       |  4.654633      
17.12.2017  |  03:21:00  |  29.500            |  28.9       |  5.190809      
17.12.2017  |  03:21:30  |  18.900            |  25.5       |  4.419712      
17.12.2017  |  03:22:00  |  16.000            |  27.2       |  4.667546      
17.12.2017  |  03:22:30  |  27.100            |  28.5       |  5.078371      
17.12.2017  |  03:23:00  |  18.900            |  29.3       |  5.078335      
17.12.2017  |  03:23:30  |  25.200            |  27.8       |  4.922292      
17.12.2017  |  03:24:00  |  26.200            |  27.1       |  4.814432      
17.12.2017  |  03:24:30  |  17.100            |  25.4       |  4.375246      
17.12.2017  |  03:25:00  |  23.300            |  25.3       |  4.451112      
17.12.2017  |  03:25:30  |  29.400            |  28.9       |  5.189094      
17.12.2017  |  03:26:00  |  27.300            |  27.1       |  4.832124      
17.12.2017  |  03:26:30  |  21.400            |  28.3       |  4.947001      
17.12.2017  |  03:27:00  |  25.400            |  26.9       |  4.766130      
17.12.2017  |  03:27:30  |  21.300            |  29.5       |  5.155017      
17.12.2017  |  03:28:00  |  23.100            |  27.7       |  4.870064      
17.12.2017  |  03:28:30  |  25.800            |  25.8       |  4.577357      
17.12.2017  |  03:29:00  |  27.200            |  28.3       |  5.044413      
17.12.2017  |  03:29:30  |  15.300            |  28.6       |  4.895907      
17.12.2017  |  03:30:00  |  19.700            |  25.4       |  4.414439      
17.12.2017  |  03:30:30  |  24.600            |  26.5       |  4.682677      
17.12.2017  |  03:31:00  |  18.100            |  29.0       |  5.012570      
17.12.2017  |  03:31:30  |  23.800            |  25.7       |  4.529111      
17.12.2017  |  03:32:00  |  21.300            |  26.8       |  4.683202      
17.12.2017  |  03:32:30  |  27.700            |  26.1       |  4.660012      
17.12.2017  |  03:33:00  |  28.400            |  26.0       |  4.652959      
17.12.2017  |  03:33:30  |  23.900            |  28.5       |  5.024247      
17.12.2017  |  03:34:00  |  20.000            |  28.3       |  4.923488      
17.12.2017  |  03:34:30  |  17.800            |  25.9       |  4.472133      
17.12.2017  |  03:35:00  |  26.400            |  26.3       |  4.675431      
17.12.2017  |  03:35:30  |  24.500            |  26.3       |  4.645775      
17.12.2017  |  03:36:00  |  25.900            |  26.8       |  4.756365      
17.12.2017  |  03:36:30  |  21.500            |  26.3       |  4.598950      
17.12.2017  |  03:37:00  |  20.300            |  25.3       |  4.406068      
17.12.2017  |  03:37:30  |  21.800            |  28.7       |  5.023736      
17.12.2017  |  03:38:00  |  16.000            |  25.5       |  4.375825      
17.12.2017  |  03:38:30  |  25.300            |  26.0       |  4.605126      
17.12.2017  |  03:39:00  |  19.300            |  25.2       |  4.373697      
17.12.2017  |  03:39:30  |  25.100            |  25.8       |  4.566639      
17.12.2017  |  03:40:00  |  27.200            |  25.4       |  4.527494      
17.12.2017  |  03:40:30  |  20.200            |  27.4       |  4.770163      
17.12.2017  |  03:41:00  |  19.000            |  25.0       |  4.334534      
17.12.2017  |  03:41:30  |  16.300            |  28.0       |  4.809812      
17.12.2017  |  03:42:00  |  19.200            |  28.1       |  4.875352      
17.12.2017  |  03:42:30  |  26.700            |  26.4       |  4.697908      
17.12.2017  |  03:43:00  |  26.700            |  25.5       |  4.537752      
17.12.2017  |  03:43:30  |  24.200            |  27.1       |  4.782266      
17.12.2017  |  03:44:00  |  16.800            |  28.3       |  4.869744      
